team1,team2,outcome
"['Urshifu-*', 'Toxtricity', 'Flutter Mane', 'Orthworm', 'Landorus-Therian', 'Iron Bundle']","['Zapdos-Galar', 'Incineroar', 'Ogerpon-Wellspring', 'Urshifu-*', 'Raging Bolt', 'Flutter Mane']",1
"['Ninetales-Alola', 'Glaceon', 'Incineroar', 'Raging Bolt', 'Urshifu-*', 'Amoonguss']","['Gouging Fire', 'Weezing', 'Incineroar', 'Flutter Mane', 'Iron Hands', 'Ogerpon-Cornerstone']",1
"['Electrode-Hisui', 'Arcanine-Hisui', 'Zapdos', 'Indeedee-F', 'Iron Crown', 'Gyarados']","['Tornadus', 'Ursaluna', 'Bronzong', 'Smeargle', 'Primeape', 'Enamorus']",1
"['Incineroar', 'Primarina', 'Ogerpon', 'Gallade', 'Iron Valiant', 'Spectrier']","['Ogerpon-Wellspring', 'Zapdos-Galar', 'Metagross', 'Incineroar', 'Sableye', 'Urshifu-*']",1
"['Raging Bolt', 'Incineroar', 'Amoonguss', 'Landorus', 'Urshifu-*', 'Flutter Mane']","['Whimsicott', 'Urshifu-*', 'Iron Bundle', 'Chi-Yu', 'Ogerpon-Wellspring', 'Farigiraf']",0
"['Articuno-Galar', 'Chi-Yu', 'Flutter Mane', 'Rillaboom', 'Ogerpon-Wellspring', 'Raging Bolt']","['Dondozo', 'Raging Bolt', 'Entei', 'Tatsugiri', 'Chien-Pao', 'Dragonite']",0
"['Roaring Moon', 'Flutter Mane', 'Torkoal', 'Electabuzz', 'Scream Tail', 'Incineroar']","['Decidueye-Hisui', 'Gouging Fire', 'Flutter Mane', 'Urshifu-*', 'Ogerpon-Wellspring', 'Dragonite']",1
"['Articuno', 'Ninetales-Alola', 'Arcanine-Hisui', 'Ogerpon-Wellspring', 'Landorus', 'Raging Bolt']","['Scizor', 'Incineroar', 'Rillaboom', 'Rotom-Wash', 'Farigiraf', 'Altaria']",0
"['Dragonite', 'Dondozo', 'Chien-Pao', 'Ting-Lu', 'Ogerpon', 'Gouging Fire']","['Ogerpon-Hearthflame', 'Farigiraf', 'Ursaluna-Bloodmoon', 'Urshifu-*', 'Flutter Mane', 'Iron Hands']",0
"['Incineroar', 'Flutter Mane', 'Ogerpon-Wellspring', 'Iron Hands', 'Landorus', 'Bronzong']","['Ninetales-Alola', 'Glaceon', 'Incineroar', 'Raging Bolt', 'Urshifu-*', 'Amoonguss']",0
"['Chi-Yu', 'Landorus', 'Ogerpon-Wellspring', 'Urshifu-*', 'Tornadus', 'Flutter Mane']","['Araquanid', 'Metagross', 'Tornadus', 'Urshifu-*', 'Sinistcha-Masterpiece', 'Iron Hands']",1
"['Espeon', 'Torterra', 'Ogerpon-Wellspring', 'Gouging Fire', 'Chien-Pao', 'Articuno-Galar']","['Archaludon', 'Pelipper', 'Amoonguss', 'Raging Bolt', 'Flutter Mane', 'Basculegion']",1
"['Corviknight', 'Whimsicott', 'Okidogi', 'Suicune', 'Flutter Mane', 'Arcanine-Hisui']","['Volcarona', 'Rillaboom', 'Ogerpon-Wellspring', 'Raging Bolt', 'Incineroar', 'Chien-Pao']",0
"['Incineroar', 'Rillaboom', 'Urshifu-*', 'Raging Bolt', 'Bronzong', 'Grimmsnarl']","['Gouging Fire', 'Ogerpon-Wellspring', 'Flutter Mane', 'Dragonite', 'Chien-Pao', 'Kingambit']",0
"['Urshifu-*', 'Weezing-Galar', 'Flutter Mane', 'Slaking', 'Latios', 'Kommo-o']","['Indeedee-F', 'Iron Crown', 'Tornadus', 'Pawmot', 'Okidogi', 'Arcanine-Hisui']",1
"['Wyrdeer', 'Dragalge', 'Ursaluna', 'Kingambit', 'Milotic', 'Mimikyu']","['Archaludon', 'Gyarados', 'Iron Hands', 'Amoonguss', 'Urshifu-*', 'Tornadus']",1
"['Urshifu-*', 'Archaludon', 'Pelipper', 'Amoonguss', 'Baxcalibur', 'Flutter Mane']","['Tornadus', 'Torkoal', 'Raging Bolt', 'Incineroar', 'Flutter Mane', 'Exeggutor']",0
"['Gyarados', 'Milotic', 'Dragonite', 'Raging Bolt', 'Clefairy', 'Clodsire']","['Azumarill', 'Tornadus', 'Incineroar', 'Ogerpon-Wellspring', 'Archaludon', 'Chien-Pao']",0
"['Torkoal', 'Raging Bolt', 'Charizard', 'Venusaur', 'Tornadus', 'Tinkaton']","['Exeggutor', 'Torkoal', 'Raging Bolt', 'Flutter Mane', 'Tornadus', 'Incineroar']",1
"['Dondozo', 'Tatsugiri', 'Entei', 'Chien-Pao', 'Chi-Yu', 'Flutter Mane']","['Corviknight', 'Whimsicott', 'Okidogi', 'Suicune', 'Flutter Mane', 'Arcanine-Hisui']",1
"['Wyrdeer', 'Dragalge', 'Ursaluna', 'Kingambit', 'Milotic', 'Mimikyu']","['Chien-Pao', 'Kingambit', 'Raging Bolt', 'Ogerpon-Hearthflame', 'Amoonguss', 'Urshifu-*']",1
"['Annihilape', 'Raging Bolt', 'Incineroar', 'Rillaboom', 'Ogerpon-Wellspring', 'Roaring Moon']","['Torterra', 'Ogerpon-Wellspring', 'Gouging Fire', 'Chien-Pao', 'Articuno-Galar', 'Meowstic']",1
"['Indeedee-F', 'Armarouge', 'Urshifu-*', 'Zapdos-Galar', 'Whimsicott', 'Torkoal']","['Umbreon', 'Ninetales-Alola', 'Gyarados', 'Tornadus', 'Archaludon', 'Arcanine-Hisui']",0
"['Gouging Fire', 'Ogerpon-Wellspring', 'Articuno-Galar', 'Flutter Mane', 'Chien-Pao', 'Kingambit']","['Ogerpon-Hearthflame', 'Kingambit', 'Chien-Pao', 'Raging Bolt', 'Amoonguss', 'Urshifu-*']",1
"['Murkrow', 'Great Tusk', 'Brute Bonnet', 'Heatran', 'Flutter Mane', 'Raging Bolt']","['Urshifu-*', 'Raging Bolt', 'Rillaboom', 'Incineroar', 'Gholdengo', 'Landorus']",0
"['Ogerpon-Hearthflame', 'Farigiraf', 'Ursaluna-Bloodmoon', 'Urshifu-*', 'Flutter Mane', 'Iron Hands']","['Incineroar', 'Ogerpon-Wellspring', 'Amoonguss', 'Roaring Moon', 'Gholdengo', 'Flutter Mane']",0
"['Archaludon', 'Pelipper', 'Amoonguss', 'Raging Bolt', 'Flutter Mane', 'Basculegion']","['Annihilape', 'Raging Bolt', 'Incineroar', 'Rillaboom', 'Ogerpon-Wellspring', 'Roaring Moon']",0
"['Salamence', 'Tornadus', 'Incineroar', 'Ogerpon-Wellspring', 'Fezandipiti', 'Heatran']","['Flutter Mane', 'Annihilape', 'Indeedee', 'Clefairy', 'Illumise', 'Porygon-Z']",0
"['Tornadus', 'Glimmora', 'Flutter Mane', 'Entei', 'Ogerpon-Wellspring', 'Urshifu-*']","['Oranguru', 'Indeedee-F', 'Ursaluna-Bloodmoon', 'Torkoal', 'Flutter Mane', 'Weezing-Galar']",1
"['Gouging Fire', 'Ogerpon-Wellspring', 'Landorus', 'Chien-Pao', 'Kingambit', 'Raging Bolt']","['Slither Wing', 'Flutter Mane', 'Tornadus', 'Chien-Pao', 'Walking Wake', 'Glimmora']",1
"['Ninetales-Alola', 'Articuno', 'Scream Tail', 'Ting-Lu', 'Gyarados', 'Rhydon']","['Articuno', 'Ninetales-Alola', 'Arcanine-Hisui', 'Ogerpon-Wellspring', 'Landorus', 'Raging Bolt']",1
"['Tornadus', 'Farigiraf', 'Basculegion', 'Iron Hands', 'Okidogi', 'Landorus']","['Chien-Pao', 'Okidogi', 'Primarina', 'Armarouge', 'Indeedee-F', 'Dragapult']",1
"['Incineroar', 'Flutter Mane', 'Tornadus', 'Annihilape', 'Serperior', 'Pachirisu']","['Urshifu-*', 'Farigiraf', 'Raging Bolt', 'Torkoal', 'Venusaur', 'Incineroar']",0
"['Iron Valiant', 'Iron Hands', 'Pincurchin', 'Archaludon', 'Cresselia', 'Urshifu-*']","['Torkoal', 'Meowstic', 'Walking Wake', 'Flutter Mane', 'Venusaur', 'Urshifu-*']",1
"['Azumarill', 'Tornadus', 'Incineroar', 'Ogerpon-Wellspring', 'Archaludon', 'Chien-Pao']","['Regigigas', 'Weezing', 'Flutter Mane', 'Kilowattrel', 'Incineroar', 'Iron Hands']",0
"['Samurott-Hisui', 'Flutter Mane', 'Chien-Pao', 'Entei', 'Amoonguss', 'Raging Bolt']","['Regidrago', 'Tinkaton', 'Urshifu-*', 'Tornadus', 'Rillaboom', 'Chien-Pao']",1
"['Regieleki', 'Flutter Mane', 'Arcanine-Hisui', 'Tornadus', 'Incineroar', 'Rillaboom']","['Tatsugiri', 'Dondozo', 'Roaring Moon', 'Glimmora', 'Smeargle', 'Annihilape']",1
"['Gholdengo', 'Landorus-Therian', 'Ogerpon-Wellspring', 'Tornadus', 'Urshifu-*', 'Flutter Mane']","['Raging Bolt', 'Slither Wing', 'Politoed', 'Archaludon', 'Annihilape', 'Iron Bundle']",1
"['Espeon', 'Torterra', 'Ogerpon-Wellspring', 'Gouging Fire', 'Chien-Pao', 'Articuno-Galar']","['Toxapex', 'Sableye', 'Porygon2', 'Flutter Mane', 'Garganacl', 'Incineroar']",0
"['Chi-Yu', 'Ogerpon-Wellspring', 'Urshifu-*', 'Tornadus', 'Flutter Mane', 'Bronzong']","['Slowpoke', 'Torkoal', 'Smeargle', 'Indeedee', 'Hatterene', 'Ursaluna']",1
"['Ninetales-Alola', 'Articuno', 'Whimsicott', 'Scyther', 'Empoleon', 'Incineroar']","['Suicune', 'Golurk', 'Carbink', 'Espathra', 'Grimmsnarl', 'Ting-Lu']",1
"['Chi-Yu', 'Farigiraf', 'Brute Bonnet', 'Torkoal', 'Flutter Mane', 'Walking Wake']","['Pelipper', 'Archaludon', 'Urshifu-*', 'Amoonguss', 'Baxcalibur', 'Flutter Mane']",0
"['Archaludon', 'Pelipper', 'Amoonguss', 'Raging Bolt', 'Flutter Mane', 'Basculegion']","['Kommo-o', 'Iron Crown', 'Indeedee-F', 'Ogerpon-Hearthflame', 'Tyranitar', 'Whimsicott']",1
"['Farigiraf', 'Dragonite', 'Ogerpon-Wellspring', 'Chien-Pao', 'Gouging Fire', 'Ursaluna-Bloodmoon']","['Iron Crown', 'Indeedee', 'Pelipper', 'Urshifu-*', 'Ogerpon', 'Ursaluna-Bloodmoon']",1
"['Empoleon', 'Farigiraf', 'Ogerpon-Hearthflame', 'Electabuzz', 'Dragalge', 'Urshifu-*']","['Regieleki', 'Flutter Mane', 'Arcanine-Hisui', 'Tornadus', 'Incineroar', 'Rillaboom']",1
"['Wyrdeer', 'Articuno-Galar', 'Samurott-Hisui', 'Goodra-Hisui', 'Iron Valiant', 'Ursaluna']","['Coalossal', 'Dragapult', 'Ogerpon-Wellspring', 'Incineroar', 'Flutter Mane', 'Tornadus']",0
"['Tornadus', 'Farigiraf', 'Ogerpon-Hearthflame', 'Urshifu-*', 'Chien-Pao', 'Sinistcha-Masterpiece']","['Dondozo', 'Ting-Lu', 'Gouging Fire', 'Gholdengo', 'Chien-Pao', 'Dragonite']",0
"['Ogerpon-Hearthflame', 'Farigiraf', 'Ursaluna-Bloodmoon', 'Urshifu-*', 'Flutter Mane', 'Iron Hands']","['Corviknight', 'Whimsicott', 'Okidogi', 'Suicune', 'Flutter Mane', 'Arcanine-Hisui']",1
"['Iron Crown', 'Indeedee', 'Pelipper', 'Urshifu-*', 'Ogerpon', 'Ursaluna-Bloodmoon']","['Tornadus', 'Flutter Mane', 'Roaring Moon', 'Incineroar', 'Landorus', 'Archaludon']",0
"['Cramorant', 'Clodsire', 'Sinistcha', 'Gardevoir', 'Incineroar', 'Dragonite']","['Espeon', 'Torterra', 'Ogerpon-Wellspring', 'Gouging Fire', 'Chien-Pao', 'Articuno-Galar']",1
"['Gouging Fire', 'Weezing', 'Incineroar', 'Flutter Mane', 'Iron Hands', 'Ogerpon-Cornerstone']","['Flutter Mane', 'Chi-Yu', 'Dondozo', 'Tatsugiri', 'Chien-Pao', 'Dragonite']",0
"['Indeedee-F', 'Iron Crown', 'Tornadus', 'Pawmot', 'Okidogi', 'Arcanine-Hisui']","['Raging Bolt', 'Incineroar', 'Amoonguss', 'Landorus', 'Urshifu-*', 'Flutter Mane']",1
"['Tyranitar', 'Excadrill', 'Gastrodon', 'Ogerpon-Cornerstone', 'Houndstone', 'Tornadus']","['Indeedee-F', 'Armarouge', 'Kingambit', 'Torkoal', 'Lilligant-Hisui', 'Ursaluna']",1
"['Incineroar', 'Flutter Mane', 'Porygon2', 'Rillaboom', 'Okidogi', 'Urshifu-*']","['Incineroar', 'Rillaboom', 'Urshifu-*', 'Raging Bolt', 'Bronzong', 'Grimmsnarl']",0
"['Chi-Yu', 'Glimmora', 'Tornadus', 'Ogerpon-Wellspring', 'Flutter Mane', 'Urshifu-*']","['Iron Valiant', 'Iron Hands', 'Pincurchin', 'Archaludon', 'Cresselia', 'Urshifu-*']",0
"['Flamigo', 'Gothitelle', 'Smeargle', 'Tatsugiri', 'Dondozo', 'Muk-Alola']","['Empoleon', 'Farigiraf', 'Ogerpon-Hearthflame', 'Electabuzz', 'Dragalge', 'Urshifu-*']",1
"['Araquanid', 'Metagross', 'Tornadus', 'Urshifu-*', 'Sinistcha-Masterpiece', 'Iron Hands']","['Dondozo', 'Ting-Lu', 'Gouging Fire', 'Gholdengo', 'Chien-Pao', 'Dragonite']",1
"['Gouging Fire', 'Ting-Lu', 'Ogerpon-Wellspring', 'Scizor', 'Flutter Mane', 'Latias']","['Dragonite', 'Dondozo', 'Chien-Pao', 'Ting-Lu', 'Ogerpon', 'Gouging Fire']",0
"['Empoleon', 'Electabuzz', 'Gouging Fire', 'Gastrodon', 'Urshifu-*', 'Rillaboom']","['Incineroar', 'Gholdengo', 'Ogerpon-Wellspring', 'Tornadus', 'Raging Bolt', 'Urshifu-*']",1
"['Torkoal', 'Farigiraf', 'Ogerpon-Wellspring', 'Flutter Mane', 'Ursaluna-Bloodmoon', 'Urshifu-*']","['Raging Bolt', 'Ogerpon-Hearthflame', 'Urshifu-*', 'Gliscor', 'Gholdengo', 'Kingambit']",0
"['Iron Valiant', 'Iron Hands', 'Pincurchin', 'Archaludon', 'Cresselia', 'Urshifu-*']","['Rillaboom', 'Incineroar', 'Farigiraf', 'Flutter Mane', 'Urshifu-*', 'Ogerpon-Hearthflame']",0
"['Sableye', 'Comfey', 'Ursaluna-Bloodmoon', 'Archaludon', 'Glastrier', 'Ogerpon-Wellspring']","['Farigiraf', 'Ursaluna-Bloodmoon', 'Incineroar', 'Flutter Mane', 'Urshifu-*', 'Ogerpon-Wellspring']",1
"['Whimsicott', 'Iron Crown', 'Indeedee-F', 'Flutter Mane', 'Roaring Moon', 'Iron Hands']","['Incineroar', 'Rillaboom', 'Urshifu-*', 'Raging Bolt', 'Bronzong', 'Grimmsnarl']",1
"['Archaludon', 'Pelipper', 'Amoonguss', 'Raging Bolt', 'Flutter Mane', 'Basculegion']","['Incineroar', 'Flutter Mane', 'Porygon2', 'Rillaboom', 'Okidogi', 'Urshifu-*']",1
"['Glimmora', 'Whimsicott', 'Goodra-Hisui', 'Incineroar', 'Gastrodon-East', 'Sinistcha']","['Venonat', 'Indeedee-F', 'Electivire', 'Armarouge', 'Sylveon', 'Farigiraf']",0
"['Goodra-Hisui', 'Thundurus', 'Incineroar', 'Farigiraf', 'Urshifu-*', 'Gouging Fire']","['Ogerpon-Hearthflame', 'Farigiraf', 'Ursaluna-Bloodmoon', 'Urshifu-*', 'Flutter Mane', 'Iron Hands']",0
"['Walking Wake', 'Rhyperior', 'Whimsicott', 'Electabuzz', 'Flutter Mane', 'Farigiraf']","['Ogerpon-Wellspring', 'Dragonite', 'Dondozo', 'Chien-Pao', 'Glimmora', 'Tatsugiri']",1
"['Articuno', 'Ninetales-Alola', 'Ogerpon-Wellspring', 'Arcanine-Hisui', 'Rillaboom', 'Clefairy']","['Alomomola', 'Blissey', 'Toxapex', 'Avalugg', 'Ting-Lu', 'Umbreon']",0
"['Iron Boulder', 'Ogerpon-Wellspring', 'Incineroar', 'Thundurus', 'Ninetales-Alola', 'Articuno']","['Primeape', 'Smeargle', 'Armarouge', 'Indeedee-F', 'Iron Crown', 'Whimsicott']",1
"['Corviknight', 'Whimsicott', 'Okidogi', 'Suicune', 'Flutter Mane', 'Arcanine-Hisui']","['Dragonite', 'Chien-Pao', 'Chi-Yu', 'Flutter Mane', 'Dondozo', 'Tatsugiri-Stretchy']",1
"['Sableye', 'Araquanid', 'Metagross', 'Raging Bolt', 'Flutter Mane', 'Salamence']","['Iron Valiant', 'Iron Hands', 'Pincurchin', 'Archaludon', 'Cresselia', 'Urshifu-*']",1
"['Archaludon', 'Pelipper', 'Amoonguss', 'Raging Bolt', 'Flutter Mane', 'Basculegion']","['Wyrdeer', 'Dragalge', 'Ursaluna', 'Kingambit', 'Milotic', 'Mimikyu']",0
"['Exeggutor', 'Torkoal', 'Raging Bolt', 'Flutter Mane', 'Tornadus', 'Incineroar']","['Ninetales-Alola', 'Articuno', 'Whimsicott', 'Scyther', 'Empoleon', 'Incineroar']",0
"['Iron Valiant', 'Iron Hands', 'Pincurchin', 'Archaludon', 'Cresselia', 'Urshifu-*']","['Serperior', 'Thundurus', 'Incineroar', 'Flutter Mane', 'Iron Hands', 'Suicune']",0
"['Ninetales', 'Flutter Mane', 'Chi-Yu', 'Whimsicott', 'Landorus-Therian', 'Ogerpon-Wellspring']","['Raging Bolt', 'Amoonguss', 'Incineroar', 'Iron Bundle', 'Flutter Mane', 'Landorus']",1
"['Gouging Fire', 'Weezing', 'Incineroar', 'Flutter Mane', 'Iron Hands', 'Ogerpon-Cornerstone']","['Chien-Pao', 'Kingambit', 'Raging Bolt', 'Ogerpon-Hearthflame', 'Amoonguss', 'Urshifu-*']",1
"['Roaring Moon', 'Ogerpon-Wellspring', 'Gholdengo', 'Raging Bolt', 'Urshifu-*', 'Arcanine-Hisui']","['Ninetales-Alola', 'Articuno', 'Ting-Lu', 'Glimmora', 'Gouging Fire', 'Ogerpon-Wellspring']",0
"['Wyrdeer', 'Dragalge', 'Ursaluna', 'Kingambit', 'Milotic', 'Mimikyu']","['Articuno', 'Ninetales-Alola', 'Arcanine-Hisui', 'Ogerpon-Wellspring', 'Landorus', 'Raging Bolt']",0
"['Gholdengo', 'Blastoise', 'Tornadus', 'Archaludon', 'Urshifu-*', 'Rillaboom']","['Flutter Mane', 'Annihilape', 'Indeedee', 'Clefairy', 'Illumise', 'Porygon-Z']",0
"['Dondozo', 'Ting-Lu', 'Gouging Fire', 'Raging Bolt', 'Rillaboom', 'Dragonite']","['Whimsicott', 'Urshifu-*', 'Iron Bundle', 'Chi-Yu', 'Ogerpon-Wellspring', 'Farigiraf']",1
"['Ninetales-Alola', 'Glaceon', 'Incineroar', 'Raging Bolt', 'Urshifu-*', 'Amoonguss']","['Ogerpon', 'Ursaluna-Bloodmoon', 'Pelipper', 'Iron Crown', 'Indeedee', 'Urshifu-*']",1
"['Torkoal', 'Tornadus', 'Raging Bolt', 'Exeggutor', 'Flutter Mane', 'Incineroar']","['Torkoal', 'Tornadus', 'Incineroar', 'Raging Bolt', 'Flutter Mane', 'Exeggutor']",1
"['Talonflame', 'Slither Wing', 'Tyranitar', 'Houndstone', 'Incineroar', 'Archaludon']","['Flutter Mane', 'Incineroar', 'Landorus', 'Weezing', 'Raging Bolt', 'Torkoal']",0
"['Rillaboom', 'Landorus', 'Chien-Pao', 'Incineroar', 'Urshifu-*', 'Raging Bolt']","['Urshifu-*', 'Flutter Mane', 'Tornadus', 'Ogerpon-Wellspring', 'Incineroar', 'Regidrago']",1
"['Tornadus', 'Glimmora', 'Flutter Mane', 'Entei', 'Ogerpon-Wellspring', 'Urshifu-*']","['Urshifu-*', 'Toxtricity', 'Flutter Mane', 'Orthworm', 'Landorus-Therian', 'Iron Bundle']",1
"['Zapdos', 'Chien-Pao', 'Entei', 'Grafaiai', 'Volcarona', 'Great Tusk']","['Incineroar', 'Primarina', 'Ogerpon', 'Gallade', 'Iron Valiant', 'Spectrier']",0
"['Raging Bolt', 'Incineroar', 'Urshifu-*', 'Rillaboom', 'Landorus', 'Chien-Pao']","['Flutter Mane', 'Incineroar', 'Exeggutor', 'Torkoal', 'Raging Bolt', 'Tornadus']",1
"['Dondozo', 'Tatsugiri-Droopy', 'Flamigo', 'Latias', 'Raging Bolt', 'Flutter Mane']","['Toedscruel', 'Iron Hands', 'Ursaluna-Bloodmoon', 'Infernape', 'Gengar']",0
"['Gouging Fire', 'Ogerpon', 'Pelipper', 'Urshifu-*', 'Iron Hands', 'Landorus-Therian']","['Entei', 'Whimsicott', 'Enamorus', 'Farigiraf', 'Chien-Pao', 'Walking Wake']",0
"['Dondozo', 'Ting-Lu', 'Gouging Fire', 'Gholdengo', 'Chien-Pao', 'Dragonite']","['Tornadus', 'Flutter Mane', 'Roaring Moon', 'Incineroar', 'Landorus', 'Archaludon']",1
"['Primarina', 'Incineroar', 'Rillaboom', 'Raging Bolt', 'Urshifu-*', 'Iron Treads']","['Ninetales-Alola', 'Articuno', 'Roaring Moon', 'Walking Wake', 'Urshifu-*', 'Arcanine-Hisui']",0
"['Dondozo', 'Flutter Mane', 'Tatsugiri', 'Dragonite', 'Chi-Yu', 'Chien-Pao']","['Samurott-Hisui', 'Flutter Mane', 'Chien-Pao', 'Entei', 'Amoonguss', 'Raging Bolt']",0
"['Venusaur', 'Torkoal', 'Walking Wake', 'Tornadus', 'Tinkaton', 'Great Tusk']","['Tatsugiri', 'Dondozo', 'Roaring Moon', 'Glimmora', 'Smeargle', 'Annihilape']",1
"['Whimsicott', 'Iron Crown', 'Indeedee-F', 'Flutter Mane', 'Roaring Moon', 'Iron Hands']","['Moltres-Galar', 'Sableye', 'Comfey', 'Archaludon', 'Glastrier', 'Ogerpon-Wellspring']",1
"['Dondozo', 'Ting-Lu', 'Gouging Fire', 'Chien-Pao', 'Dragonite', 'Gholdengo']","['Ogerpon-Hearthflame', 'Kingambit', 'Chien-Pao', 'Raging Bolt', 'Amoonguss', 'Urshifu-*']",0
"['Articuno-Galar', 'Ursaluna', 'Flutter Mane', 'Iron Hands', 'Ogerpon-Wellspring', 'Incineroar']","['Farigiraf', 'Clodsire', 'Kingambit', 'Rillaboom', 'Flutter Mane', 'Urshifu-*']",0
"['Ogerpon-Wellspring', 'Dragonite', 'Dondozo', 'Chien-Pao', 'Glimmora', 'Tatsugiri']","['Tornadus', 'Urshifu-*', 'Archaludon', 'Amoonguss', 'Comfey', 'Chien-Pao']",1
"['Raichu', 'Pelipper', 'Ludicolo', 'Urshifu-*', 'Rillaboom', 'Incineroar']","['Tornadus', 'Farigiraf', 'Urshifu-*', 'Archaludon', 'Landorus', 'Basculegion']",0
"['Incineroar', 'Palafin', 'Bisharp', 'Landorus-Therian', 'Flutter Mane', 'Amoonguss']","['Dondozo', 'Tatsugiri-Droopy', 'Flamigo', 'Latias', 'Raging Bolt', 'Flutter Mane']",0
"['Landorus', 'Flutter Mane', 'Tornadus', 'Ogerpon-Wellspring', 'Rillaboom', 'Sinistcha']","['Tyranitar', 'Excadrill', 'Whimsicott', 'Brute Bonnet', 'Wugtrio', 'Gholdengo']",0
"['Urshifu-*', 'Whimsicott', 'Farigiraf', 'Flutter Mane', 'Landorus', 'Iron Hands']","['Coalossal', 'Bruxish', 'Dragonite', 'Chien-Pao', 'Incineroar', 'Amoonguss']",0
"['Moltres-Galar', 'Sableye', 'Comfey', 'Archaludon', 'Glastrier', 'Ogerpon-Wellspring']","['Articuno', 'Ninetales-Alola', 'Arcanine-Hisui', 'Ogerpon-Wellspring', 'Landorus', 'Raging Bolt']",0
"['Dondozo', 'Flutter Mane', 'Tatsugiri', 'Dragonite', 'Chi-Yu', 'Chien-Pao']","['Kommo-o', 'Iron Crown', 'Indeedee-F', 'Ogerpon-Hearthflame', 'Tyranitar', 'Whimsicott']",0
"['Raichu', 'Pelipper', 'Ludicolo', 'Urshifu-*', 'Rillaboom', 'Incineroar']","['Tornadus', 'Urshifu-*', 'Incineroar', 'Rillaboom', 'Flutter Mane', 'Raging Bolt']",1
"['Incineroar', 'Rillaboom', 'Urshifu-*', 'Flutter Mane', 'Landorus', 'Raging Bolt']","['Tornadus', 'Farigiraf', 'Ogerpon-Hearthflame', 'Urshifu-*', 'Chien-Pao', 'Dragalge']",0
"['Indeedee-F', 'Iron Crown', 'Virizion', 'Politoed', 'Kingdra', 'Archaludon']","['Dragonite', 'Dondozo', 'Chien-Pao', 'Ting-Lu', 'Ogerpon', 'Gouging Fire']",0
"['Incineroar', 'Flutter Mane', 'Ogerpon-Wellspring', 'Chien-Pao', 'Iron Boulder', 'Tornadus']","['Azumarill', 'Tornadus', 'Incineroar', 'Ogerpon-Wellspring', 'Archaludon', 'Chien-Pao']",1
"['Lokix', 'Urshifu-*', 'Amoonguss', 'Incineroar', 'Gholdengo', 'Farigiraf']","['Tornadus', 'Flutter Mane', 'Rillaboom', 'Ogerpon-Hearthflame', 'Dragonite', 'Arcanine-Hisui']",1
"['Weezing', 'Incineroar', 'Gouging Fire', 'Slaking', 'Flutter Mane', 'Ogerpon-Wellspring']","['Dragonite', 'Malamar', 'Walking Wake', 'Tornadus', 'Heatran', 'Raichu-Alola']",1
"['Incineroar', 'Primarina', 'Ogerpon', 'Gallade', 'Iron Valiant', 'Spectrier']","['Maushold', 'Annihilape', 'Ogerpon-Wellspring', 'Tornadus', 'Chien-Pao', 'Archaludon']",0
"['Landorus-Therian', 'Tornadus', 'Ogerpon-Wellspring', 'Gouging Fire', 'Flutter Mane', 'Rillaboom']","['Flutter Mane', 'Torkoal', 'Ogerpon-Cornerstone', 'Iron Hands', 'Gouging Fire', 'Farigiraf']",0
"['Regidrago', 'Tinkaton', 'Urshifu-*', 'Tornadus', 'Rillaboom', 'Chien-Pao']","['Samurott-Hisui', 'Flutter Mane', 'Chien-Pao', 'Entei', 'Amoonguss', 'Raging Bolt']",0
"['Chien-Pao', 'Landorus', 'Incineroar', 'Raging Bolt', 'Urshifu-*', 'Rillaboom']","['Revavroom', 'Flutter Mane', 'Dragonite', 'Chien-Pao', 'Ogerpon-Wellspring', 'Metagross']",0
"['Tatsugiri', 'Dondozo', 'Weezing-Galar', 'Regigigas', 'Flutter Mane', 'Chi-Yu']","['Gouging Fire', 'Ting-Lu', 'Ogerpon-Wellspring', 'Scizor', 'Flutter Mane', 'Latias']",0
"['Whimsicott', 'Baxcalibur', 'Iron Moth', 'Indeedee-F', 'Iron Crown', 'Ogerpon-Wellspring']","['Tornadus', 'Farigiraf', 'Urshifu-*', 'Archaludon', 'Landorus', 'Basculegion']",0
"['Dragonite', 'Malamar', 'Walking Wake', 'Tornadus', 'Heatran', 'Raichu-Alola']","['Porygon2', 'Amoonguss', 'Incineroar', 'Rillaboom', 'Ting-Lu', 'Torkoal']",0
"['Dondozo', 'Flutter Mane', 'Tatsugiri', 'Dragonite', 'Chi-Yu', 'Chien-Pao']","['Articuno', 'Ninetales-Alola', 'Arcanine-Hisui', 'Ogerpon-Wellspring', 'Landorus', 'Raging Bolt']",0
"['Indeedee-F', 'Iron Crown', 'Tornadus', 'Pawmot', 'Okidogi', 'Arcanine-Hisui']","['Tornadus', 'Flutter Mane', 'Roaring Moon', 'Incineroar', 'Landorus', 'Archaludon']",1
"['Dragonite', 'Dondozo', 'Chien-Pao', 'Ting-Lu', 'Ogerpon', 'Gouging Fire']","['Volcarona', 'Urshifu-*', 'Incineroar', 'Ogerpon-Wellspring', 'Raging Bolt', 'Landorus']",1
"['Wyrdeer', 'Dragalge', 'Ursaluna', 'Kingambit', 'Milotic', 'Mimikyu']","['Primarina', 'Incineroar', 'Rillaboom', 'Raging Bolt', 'Urshifu-*', 'Iron Treads']",0
